0,	0.211751
1,	0.197210
2,	0.197832
3,	0.223128
4,	0.255200
5,	0.239109
6,	0.273711
7,	0.257856
8,	0.254432
9,	0.243186
10,	0.225810
11,	0.242066
12,	0.228021
13,	0.252026
14,	0.238788
15,	0.237485
16,	0.239267
17,	0.214337
18,	0.209748
19,	0.206859
20,	0.202519
21,	0.202290
22,	0.202733
23,	0.204277
24,	0.220938
25,	0.237915
26,	0.214601
27,	0.204535
28,	0.201838
29,	0.193248
30,	0.192451
31,	0.188849
32,	0.178433
33,	0.180110
34,	0.185025
35,	0.178986
36,	0.178803
37,	0.178306
38,	0.177675
39,	0.175554
40,	0.175285
41,	0.174934
42,	0.172833
43,	0.172125
44,	0.171833
45,	0.166721
46,	0.167673
47,	0.162256
48,	0.162966
49,	0.163643
50,	0.161588
51,	0.161681
52,	0.161292
53,	0.161114
54,	0.160669
55,	0.159766
56,	0.158991
57,	0.159941
58,	0.160523
59,	0.160421
