0,	0.394753
1,	0.389791
2,	0.389506
3,	0.372607
4,	0.372651
5,	0.370402
6,	0.370460
7,	0.367584
8,	0.366930
9,	0.370096
10,	0.365830
11,	0.364659
12,	0.359524
13,	0.351692
14,	0.348303
15,	0.342787
16,	0.344662
17,	0.344313
18,	0.342217
19,	0.342343
20,	0.340823
21,	0.338278
22,	0.338047
23,	0.334343
24,	0.333026
25,	0.332323
26,	0.330307
27,	0.329442
28,	0.328954
29,	0.328822
30,	0.327870
31,	0.327572
32,	0.326542
33,	0.327556
34,	0.326543
35,	0.325927
36,	0.324976
37,	0.323702
38,	0.322618
39,	0.321442
40,	0.321035
41,	0.320927
42,	0.319843
43,	0.318884
44,	0.318587
45,	0.318523
46,	0.318383
47,	0.317980
48,	0.317941
49,	0.317647
50,	0.317778
51,	0.317805
52,	0.316738
53,	0.316366
54,	0.316257
