0,	1.719690
1,	1.490893
2,	1.357042
3,	1.300493
4,	1.346363
5,	1.334451
6,	1.365542
7,	1.386667
8,	1.334720
9,	1.346617
10,	1.314392
11,	1.286822
12,	1.276581
13,	1.278164
14,	1.266143
15,	1.253974
16,	1.249966
17,	1.237313
18,	1.236180
19,	1.236151
20,	1.238634
21,	1.231540
22,	1.228688
23,	1.227774
24,	1.223335
25,	1.220737
26,	1.216942
27,	1.214519
28,	1.213571
29,	1.213347
30,	1.213444
31,	1.212692
32,	1.211212
33,	1.209913
34,	1.208796
35,	1.208412
36,	1.207511
37,	1.207435
38,	1.207403
39,	1.207381
40,	1.207369
41,	1.206866
42,	1.206708
43,	1.206436
44,	1.206188
45,	1.206124
46,	1.206076
47,	1.205938
48,	1.205936
49,	1.205719
50,	1.205688
51,	1.205654
52,	1.205648
53,	1.205578
